SITE_ID,YEAR,VISIT_NO,XBKA,XUN,XBKF_W,XBKF_H,XINC_H,XPCM,XPCMG,XPMG,XPMGH,XPMGW,XCL,XGB,XC,XG,XCMW,XCMGW,PCAN_C,XCDENBK,XCDENMID,XEMBED,XFC_ALG,XFC_AQM,XFC_LWD,XFC_BRS,XFC_OHV,XFC_UCB,XFC_RCK,XFC_HUM,XFC_ALL,XFC_NAT,XFC_BIG,W1_HALL,W1_HNOAG,W1_HAG,W1H_WALL,W1H_PIPE,LSUB_DMM,LTEST,LRBS_TST,LDMB_BW5,LRBS_BW5,REACHLEN,XSLOPE,XDEPTH,RPGT75,RPGT100,RPMXDEP,RPXAREA,RP100,PCT_FN,PCT_SA,PCT_HP,PCT_RC,PCT_SAFN,PCT_SFGF,PCT_BIGR,PCT_BDRK,PCT_ORG,LSUBD_SD,V1W_MSQ,V4W_MSQ,V1TM100,V4TM100,SINU,SDDEPTH,XWIDTH,XWXD,XWD_RAT,SDWXD,PCT_FA,PCT_FAST,PCT_SLOW,PCT_POOL,PCT_DRS,PCT_SIDE,SAMPLED 
IAW02344-0105,2004,1,41.83333333,0,9.9,0.713333333,6.15,1,1,1,1,1,0.39375,0.28125,0.489583333,0.64375,0.83125,0.88125,0,71.07843137,44.11764706,86.66666667,0,0,0.008333333,0.033333333,0.05,0.033333333,0,0,0.125,0.125,0.041666667,1.3334,0.6667,0.6667,0,0,-1.129187774,0.934391969,-2.063579743,1.074237487,-2.203425261,212.4,0.1,125.5166667,0,0,64.258,8.304964573,23.4603519,65,23.33333333,8.333333333,0,88.33333333,90,1.666666667,0,0,1.714785034,0.00095018,0,0.940677966,0,1.004043684,19.56604779,7.733333333,9.579666667,6.368083212,0.970459248,0,0,100,10,0,0,YES 
IAW02344-0106,2004,1,45,0.014090909,6.227272727,0.443636364,3.929090909,0.772727273,0.772727273,1,1,0.863636364,0.182954546,0.110227273,0.2125,0.8625,0.525,0.568181818,0,86.63101604,40.10695187,54.90909091,0,0,0.05,0.165909091,0.027272727,0.013636364,0,0.018181818,0.275,0.256818182,0.081818182,1.598504546,0.765154546,0.83335,0,0.068181818,0.387048237,1.180950567,-0.79390233,1.316109759,-0.929061522,198,0.34,65.13,0,0,45.42,5.7047,17.2869697,52.38095238,1.904761905,39.04761905,0,54.28571429,57.14285714,0,0,2.857142857,2.845044785,0.016493917,0.008028386,10.27121212,4.99949495,1,17.51112489,5.225,3.4041,8.535340507,1.183669491,0,13,87,14,0,0,YES 
IAW02344-0108,2004,1,26.45454546,0,17.25454546,0.57,2.181818182,0.909090909,0.909090909,1,0.909090909,0.909090909,0.486363636,0.2875,0.640909091,0.730681818,1,1.090909091,0,87.1657754,70.45454546,100,0,0,0.031818182,0.140909091,0.004545455,0,0,0,0.177272727,0.177272727,0.031818182,0.181818182,0.181818182,0,0,0,-1.3332829,0.618664566,-1.951947467,0.854866729,-2.188149629,633.6,0.1,60.67,0,0,50.648,5.749932715,12.7050281,52.38095238,46.66666667,0,0,99.04761905,99.04761905,0,0,0.952380952,0.827865404,0.002252828,0.001181342,6.190183081,2.433080808,1.003800592,15.13178139,15.385,9.0882,28.05735361,2.677685108,0,0,100,7,0,0,YES 
IAW02344-0109,2004,1,39.22727273,0.012727273,27.29090909,1.114545455,2.345454546,0.909090909,0.909090909,1,0.681818182,0.954545455,0.331818182,0.277272727,0.654545455,0.6625,1.026136364,1.101136364,0,88.51540616,24.86631016,86.18181818,0.027272727,0,0.018181818,0.086363636,0.004545455,0,0,0.088636364,0.197727273,0.109090909,0.106818182,3.936614069,3.64872316,0.287890909,0.734854546,0.234854546,-0.320447327,0.956761683,-1.277209009,1.249854117,-1.570301444,990,0.158,83.64,4,3,154.8372056,27.43246789,30.48051988,28.57142857,46.66666667,0,6.666666667,75.23809524,83.80952381,15.23809524,0,0.952380952,1.653716906,0.001818084,0.001072692,5.604949495,2.927474748,1.049983616,38.47720564,24.115,19.1865,37.20644752,8.590907069,0,1,99,27,0,0,YES 
IAW02344-0110,2004,1,34.04545455,0,25.41818182,1.310909091,4.205454546,0,0,1,1,0.727272727,0,0.119318182,0,0.8875,0.145454546,0.227272727,0,44.38502674,3.07486631,98.09090909,0.004545455,0,0.022727273,0.036363636,0.009090909,0,0.031818182,0.022727273,0.122727273,0.1,0.077272727,2.734918182,1.098522727,1.636395455,0,0,-0.437269978,0.666599871,-1.103869849,1.118091161,-1.555361139,792,0.1,67.75,0,0,24.36,4.067027674,7.189190333,23.80952381,60.95238095,0,0,84.76190476,84.76190476,15.23809524,0,0,1.349262284,0.000247377,0,0.628787879,0,1.019933236,8.759842949,21.36,14.5609,32.05968337,2.91625939,0,0,100,0,0,0,YES 
IAW02344-0111,2004,1,21.95454546,0,23.87272727,0.885454546,2.336363636,0.818181818,0.772727273,0.909090909,0.818181818,0.727272727,0.323863636,0.463636364,0.464772727,0.429545455,0.7625,0.807954546,0,64.70588235,25.93582888,90.90909091,0,0,0.077272727,0.118181818,0.013636364,0,0,0.027272727,0.236363636,0.209090909,0.104545455,0.795468182,0.795468182,0,0.098486364,0.068181818,-0.101138329,0.648871104,-0.750009434,0.992493258,-1.093631587,633.6,0.12,54.2,3,2,122.28,10.74212126,22.04033717,8.571428571,60,2.857142857,0.952380952,68.57142857,91.42857143,3.80952381,0,1.904761905,1.125124983,0.005676673,0.002250994,15.00931187,6.22790404,2.116688644,30.12834499,16.035,6.56435,44.56273545,1.788546522,0,3,97,28,0,0,YES 
IAW02344-0112,2004,1,32.36363636,0,7.090909091,0.373636364,2.318181818,0.727272727,0.727272727,1,1,0.909090909,0.171590909,0.221590909,0.2875,0.796590909,0.590909091,0.636363636,0,70.32085562,45.85561497,86.90909091,0,0,0.097727273,0.088636364,0.086363636,0.004545455,0,0.013636364,0.290909091,0.277272727,0.115909091,1.431872727,0.765172727,0.6667,0.098486364,0,-0.542720708,0.702704082,-1.24542479,0.901697295,-1.444418004,158.4,0.23,32.01,1,1,104.728,3.141635508,17.85020175,29.52380952,44.76190476,0,0.952380952,74.28571429,90.47619048,9.523809524,0,0,1.24526589,0.004542379,0,3.431186869,0,1.125823105,22.53369867,4.705,1.78615,18.99261075,2.178882458,0,9,91,16,0,0,YES 
IAW02344-0113,2004,1,32.04545455,0.040909091,8.636363636,0.515454546,2.281818182,0,0,1,1,0.045454546,0,0.297727273,0,0.653409091,0.011363636,0.013636364,0,35.82887701,0.668449198,68.18181818,0,0.009090909,0.022727273,0.004545455,0.045454546,0.027272727,0.004545455,0.027272727,0.131818182,0.104545455,0.081818182,2.659145455,0.780331818,1.878813636,0.204545455,0,-0.329469618,1.07166823,-1.401137848,1.210208056,-1.539677674,277.2,0.23,74.86,1,0,86.515,8.1138995,23.41673737,38.0952381,21.90476191,1.904761905,1.904761905,60,73.33333333,23.80952381,0,0,1.678944453,0,0,0,0,1.167944429,19.52518188,6.11,4.7622,8.195431049,1.74737206,0,19,81,25,0,0,YES 
IAW02344-0114,2004,1,22.54545455,0,4.445454546,0.404545455,3.609090909,0.681818182,0.681818182,1,1,1,0.255681818,0.236363636,0.369318182,0.702272727,0.838636364,0.888636364,0,75.93582888,66.44385027,67.09090909,0,0,0.018181818,0.05,0.013636364,0.018181818,0.009090909,0.022727273,0.131818182,0.109090909,0.068181818,1.553059091,0.765159091,0.7879,0,0,0.804224952,0.358708269,0.445516684,1.014106358,-0.209881406,149,0.32,10.42,0,0,19.36955628,0.335456362,3.151938973,6.666666667,57.14285714,30.47619048,0,63.80952381,68.57142857,0.952380952,0,0,2.053258497,0.002980195,0,1.324832215,0,1.04135917,4.58955628,2.575,0.24275,30.15005411,0.080804426,0,20,80,2.666666667,0,0,YES 
IAW02344-0115,2004,1,28.04545455,0.006818182,25.29090909,0.98,5.454545455,0.909090909,0.909090909,1,0.954545455,1,0.228409091,0.305681818,0.434090909,0.684090909,0.894318182,1.095454546,0,75.13368984,14.57219251,98,0,0,0.059090909,0.081818182,0.004545455,0.004545455,0,0,0.15,0.15,0.063636364,1.068218182,0.492436364,0.575781818,0,0.113636364,-0.745218288,0.396433873,-1.141652161,0.928013264,-1.673231552,792,0.1,36.37,0,0,63.04,5.45915112,10.33930136,22.85714286,69.52380952,0.952380952,0,92.38095238,97.14285714,0,0,1.904761905,0.897336206,0.001720435,0.00059859,4.351136364,1.513888889,1.004552164,13.48898166,19.5,7.26585,59.87286137,3.086215776,0,0,100,2,0,0,YES 
IAW02344-0117,2004,1,36.22727273,0,23.80909091,1.053636364,2.644545455,0.863636364,0.863636364,1,1,0.909090909,0.327272727,0.297727273,0.492045455,0.6375,0.979545455,1.034090909,0,75.13368984,25.93582888,95.09090909,0,0.004545455,0.077272727,0.095454546,0.040909091,0,0,0.031818182,0.245454546,0.213636364,0.109090909,0.856081818,0.734868182,0.121213636,0.204545455,0,-0.455164563,0.928516444,-1.383681007,1.077874712,-1.533039275,712.8,0.1,123.83,5,4,306.472,54.53235545,53.55309879,14.28571429,74.28571429,5.714285714,0,88.57142857,88.57142857,0,0,2.857142857,1.226226091,0.004921419,0.002634063,12.05373176,6.271464647,3.118767058,60.37459747,18.81,21.8611,18.52737284,7.201043995,0,0,100,31,0,0,YES 
IAW02344-0118,2004,1,37.13636364,0.011818182,11.24545455,0.794545455,3.025454546,0.181818182,0.181818182,0.909090909,0.863636364,0.272727273,0.027272727,0.363636364,0.027272727,0.514772727,0.068181818,0.093181818,0,34.75935829,1.604278075,82.36363636,0.036363636,0.027272727,0.027272727,0.027272727,0.040909091,0.045454546,0.036363636,0,0.177272727,0.177272727,0.109090909,1.825763636,0.204545455,1.621218182,0,0,-0.32578162,0.90289538,-1.228677,1.256987439,-1.582769059,316.8,0.24,48.64,1,1,109.24,9.530588264,18.05035656,25.71428571,37.14285714,0.952380952,0,62.85714286,87.61904762,10.47619048,0,0.952380952,1.305610125,0.000609674,0,0.703914141,0,1.084094416,16.85740553,7.915,3.86715,17.49433231,1.143402967,0,8,92,30,0,0,YES 
IAW02344-0119,2004,1,41.77272727,0.006363636,29.93636364,1.441818182,7.9,0.590909091,0.590909091,1,1,1,0.119318182,0.094318182,0.243181818,0.929545455,0.519318182,0.642045455,0,79.41176471,4.411764706,97.45454546,0.004545455,0,0.009090909,0.031818182,0.122727273,0.004545455,0.022727273,0.004545455,0.195454546,0.190909091,0.040909091,1.712186364,1.030336364,0.68185,0.113636364,0,-0.901150777,0.330401597,-1.231552374,1.063153007,-1.964303784,792,0.1,31.24,0,0,54.68,2.856,6.490909091,33.33333333,60,0,0.952380952,93.33333333,99.04761905,0.952380952,0,0,0.988041561,0.000479637,0.000105485,1.47790404,0.315782828,1.07571605,11.15285894,23.87,7.50625,83.9728389,2.793483769,0,0,100,0,0,0,YES 
IAW02344-0120,2004,1,46.77272727,0.044545455,4.463636364,0.316363636,1.904545455,0.045454546,0.045454546,1,1,0.090909091,0.002272727,0.281818182,0.002272727,0.711363636,0.015909091,0.020454546,0,71.65775401,9.49197861,85.63636364,0,0,0,0.004545455,0.209090909,0.027272727,0.147727273,0,0.388636364,0.388636364,0.175,2.3561,0.1894,2.1667,0,0,-0.367517163,0.539686569,-0.907203732,0.689552597,-1.05706976,158.4,0.14,36.13,0,0,45.544,4.421240475,16.74712301,32.38095238,33.33333333,0,0,65.71428571,82.85714286,17.14285714,0,0,1.481575831,0,0,0,0,1.294985089,11.43064727,3.57,1.34875,11.0736351,0.607637346,0,8,92,6,0,0,YES 
IAW02344-0121,2004,1,50.22727273,0.013181818,4.618181818,0.566363636,3.663636364,0.045454546,0.045454546,1,1,0.181818182,0,0.056818182,0.011363636,0.879545455,0.044318182,0.0625,0,91.97860963,5.614973262,97.09090909,0.086363636,0.018181818,0,0.013636364,0.104545455,0.040909091,0.004545455,0,0.163636364,0.163636364,0.045454546,2.3258,1.3258,1,0,0.295459091,-1.048586156,0.521521846,-1.570108002,0.819411732,-1.867997888,148.5,0.1,48.51,0,0,33.4775,2.184267757,8.825324269,48.57142857,36.19047619,0,0,84.76190476,96.19047619,3.80952381,0,0,1.142360456,0,0,0,0,1.000678025,5.479981936,3.372631579,1.689894737,6.788942424,0.244950538,0,3,97,2,0,0,YES 
IAW02344-0122,2004,1,43.45454546,0,15.81818182,0.593636364,2.781818182,0.636363636,0.636363636,1,1,0.818181818,0.164772727,0.198863636,0.252272727,0.829545455,0.523863636,0.601136364,0,79.41176471,13.77005348,98.18181818,0,0,0.004545455,0.027272727,0.036363636,0.004545455,0,0.05,0.122727273,0.072727273,0.059090909,1.666736364,1.030340909,0.636395455,0.303031818,0,-0.778531734,0.657073071,-1.435604805,0.85434928,-1.632881013,514.8,0.1,66.28,1,0,97.46,10.9174104,21.20709091,31.42857143,63.80952381,0,4.761904762,95.23809524,95.23809524,4.761904762,0,0,1.271047911,0.000232955,0,0.5495338,0,1.357345683,22.14920935,14.375,9.08205,24.84871915,2.261989075,0,0,100,10,0,0,YES 
IAW02344-0123,2004,1,46.86363636,0,8.172727273,0.671818182,10.38181818,0.818181818,0.818181818,1,1,0.909090909,0.232954546,0.159090909,0.360227273,0.915909091,0.6,0.709090909,0,78.60962567,34.62566845,86.72727273,0,0,0,0.045454546,0.027272727,0,0,0.004545455,0.077272727,0.072727273,0.004545455,1.2349,0.5682,0.6667,0,0,-0.122435692,0.509319618,-0.63175531,0.957417044,-1.079852736,277.2,0.14,33.69,0,0,47.566,1.593978909,6.325313131,20.95238095,60.95238095,15.23809524,0,81.90476191,83.80952381,0.952380952,0,0,1.804729043,5.12033E-05,0,0.041847042,0,1.006492038,9.031588784,6.98,2.37035,22.01736536,0.744157544,0,2,98,0,0,0,YES 
IAW02344-0125,2004,1,34,0.017272727,4.563636364,0.29,2.181818182,0.909090909,0.909090909,1,1,1,0.176136364,0.203409091,0.288636364,0.718181818,0.748863636,0.871590909,0,69.2513369,43.18181818,86,0.013636364,0.009090909,0.036363636,0.127272727,0.040909091,0.004545455,0.109090909,0.027272727,0.345454546,0.318181818,0.177272727,0.946972727,0.401518182,0.545454546,0,0,-0.123336781,0.85237968,-0.97571646,1.157936698,-1.281273478,148.5,0.566,18.36,0,0,31.0775,1.01596106,8.209786345,8.571428571,69.52380952,2.857142857,0,78.0952381,88.57142857,8.571428571,0,0,1.208694669,0.010227239,0,6.148821549,0,1.241973238,8.945988323,2.935,0.54285,19.33624259,0.30634368,0,17,83,21,0,1,YES 
IAW02344-0128,2004,1,37.59090909,0.010909091,5.618181818,0.570909091,2.96,0,0,1,1,0,0,0.15,0,0.861363636,0,0,0,63.10160428,1.470588235,57.09090909,0.009090909,0.004545455,0,0.004545455,0,0.022727273,0,0.004545455,0.031818182,0.027272727,0.027272727,1.477286364,0.446981818,1.030304546,0,0.098486364,0.544999033,0.412262256,0.132736777,0.795320246,-0.250321213,158.4,0.1,37.72,0,0,11.536,0.649010502,3.687559673,39.04761905,14.28571429,35.23809524,0,53.33333333,60,3.80952381,0,0,2.586446923,0,0,0,0,1.007845757,3.877101906,4.155,1.55575,11.19724277,0.196490759,0,3,97,0,0,0,YES 
IAW02344-0130,2004,1,32.22727273,0.015454546,5.954545455,0.54,4.674545455,0.5,0.5,0.954545455,0.954545455,0.818181818,0.131818182,0.390909091,0.222727273,0.667045455,0.494318182,0.580681818,0,60.96256685,32.88770054,84.54545455,0,0,0.05,0.111363636,0.068181818,0.013636364,0,0,0.243181818,0.243181818,0.063636364,1.1364,0.409104546,0.727295455,0,0,-0.855899706,1.190643718,-2.046543423,1.360575612,-2.216475318,198,0.37,61.2,1,0,97.6,5.15418859,23.42812995,49.52380952,25.71428571,2.857142857,0,75.23809524,92.38095238,4.761904762,0,0,1.468528093,0.006323155,0,3.765151515,0,1.538911328,21.78499159,4.46,2.69185,8.507094999,1.584701675,0,18,82,19,0,0,YES 
IAW02344-0132,2004,1,45.40909091,0.034545455,9.263636364,0.810909091,3.945454546,0.181818182,0.181818182,1,1,0.409090909,0,0.113636364,0.051136364,0.845454546,0.1375,0.176136364,0,67.11229947,4.278074866,90.54545455,0,0,0.004545455,0.004545455,0.068181818,0.036363636,0.090909091,0.027272727,0.231818182,0.204545455,0.159090909,1.757636364,1.090936364,0.6667,0.098486364,0.325763636,-0.371683206,0.559720544,-0.93140375,0.940207205,-1.311890411,316.8,0.1,52.97,0,0,23.36,1.805866667,6.84040404,32.38095238,32.38095238,4.761904762,0,64.76190476,90.47619048,4.761904762,0,0,1.543267099,5.92902E-05,0,0.054924242,0,1.01478517,7.429745023,7.815,4.12465,15.0464893,0.646596049,0,0,100,0,0,0,YES 
IAW02344-0133,2004,1,51.81818182,0.153636364,3.509090909,0.320909091,0.76,0.272727273,0.272727273,1,1,0.954545455,0.038636364,0.011363636,0.052272727,0.959090909,0.193181818,0.277272727,0,82.88770054,5.080213904,60.45454546,0.022727273,0.054545455,0,0.022727273,0.25,0.045454546,0.286363636,0.090909091,0.695454546,0.604545455,0.422727273,0.030304546,0.030304546,0,0,0,0.689634489,1.416543159,-0.72690867,1.436286456,-0.746651967,148.5,0.635,59.99,1,0,78.564375,5.430694246,29.2562653,24.76190476,9.523809524,0,0,34.28571429,43.80952381,56.19047619,0,0,1.87047446,0.000222606,0,0.078114478,0,1.202942144,22.98725822,2.965,1.78505,5.945088674,0.771457573,0,24,76,56,0,0,YES 
IAW02344-0134,2004,1,30.86363636,0.019545455,19.50909091,1.005454546,3.863636364,0.954545455,0.954545455,0.954545455,0.863636364,0.954545455,0.231818182,0.523863636,0.610227273,0.460227273,0.922727273,1.079545455,0,74.06417112,52.13903743,95.27272727,0,0,0.031818182,0.113636364,0.009090909,0.009090909,0,0,0.163636364,0.163636364,0.040909091,1.3258,0.371213636,0.954586364,0,0,-0.372132381,0.618907881,-0.991040262,1.095514372,-1.467646753,396,0.14,43.36,0,0,63.16969105,5.274411576,13.31922115,13.33333333,77.14285714,5.714285714,0,90.47619048,93.33333333,0.952380952,0,0,1.241139816,0.003301621,0.001981853,6.583838384,3.866414141,1.124887734,17.48969105,12.055,4.9281,34.26586838,2.003762616,0,8,92,17,0,0,YES 
IAW02344-0135,2004,1,38.5,0.068636364,8.272727273,0.197272727,0.48,0.454545455,0.454545455,0.954545455,0.818181818,0.727272727,0.139772727,0.156818182,0.193181818,0.834090909,0.528409091,0.625,0,59.89304813,31.28342246,63.09090909,0,0.004545455,0,0.05,0.140909091,0.05,0.009090909,0.031818182,0.281818182,0.25,0.090909091,1.984909091,1.409127273,0.575781818,0.196972727,0,0.039046037,1.009808553,-0.970762516,1.019530104,-0.980484067,277.2,0.2,74.66,1,0,86.144,6.231057895,17.98285107,28.57142857,23.80952381,0.952380952,5.714285714,52.38095238,69.52380952,29.52380952,0,0,1.729157581,0.000271673,0,0.224747475,0,1.38102103,16.20152132,7.765,5.79365,10.5867545,1.356246417,0,0,100,24,0,0,YES 
IAW02344-0139,2004,1,39.42857143,0.029545455,5.836363636,0.319090909,0.645454546,0.636363636,0.636363636,0.909090909,0.909090909,0.636363636,0.123863636,0.072727273,0.214772727,0.925,0.411363636,0.515909091,0,57.7540107,33.15508021,94.54545455,0,0.084090909,0.027272727,0.113636364,0.456818182,0.040909091,0,0.045454546,0.684090909,0.638636364,0.113636364,0.840918182,0.340909091,0.500009091,0.181818182,0,-1.106797111,-0.365106772,-0.741690338,-0.284216139,-0.822580972,158.4,0,62.98,0,0,52.208,4.923562667,18.64985859,54.28571429,38.0952381,0,4.761904762,92.38095238,93.33333333,6.666666667,0,0,1.418804888,0.001825891,0,1.065656566,0,2.714941905,9.910692114,4.34,2.721,7.076086922,0.58322777,0,0,100,100,0,0,YES 
IAW02344-0232,2004,1,39.36363636,0.059090909,4.954545455,0.593636364,2.754545455,0.045454546,0.045454546,1,1,0.090909091,0.011363636,0.022727273,0.011363636,0.879545455,0.045454546,0.05,0,65.77540107,7.085561497,65.63636364,0,0.004545455,0,0.009090909,0.204545455,0.05,0.009090909,0,0.272727273,0.272727273,0.059090909,0.727309091,0.060609091,0.6667,0,0,-0.297480304,0.609915476,-0.90739578,0.842184158,-1.139664461,148.5,0.1,59.46,1,1,102.695,5.14320805,17.31719882,35.23809524,23.80952381,0,0,59.04761905,70.47619048,29.52380952,0,0,1.547164507,0,0,0.701683502,0,1.002616814,16.99579271,3.497,2.10577,6.033131898,0.625170819,0,13,87,5,0,0,YES 
IAW02344-0250,2004,1,37.27272727,0.014090909,8.027272727,0.537272727,4.228181818,0,0,0.818181818,0.818181818,0.090909091,0,0.682954546,0,0.378409091,0.004545455,0.009090909,0,33.95721925,0,96.54545455,0.004545455,0,0,0,0.027272727,0.018181818,0.013636364,0,0.059090909,0.059090909,0.031818182,1.818259091,1.151559091,0.6667,0.068181818,0.204545455,-0.342978341,0.547075951,-0.890054292,0.830725335,-1.173703676,277.2,0.1,51.45,0,0,22.534,1.16683645,6.314050056,8.571428571,78.0952381,0.952380952,0,86.66666667,93.33333333,5.714285714,0,0,0.918901909,0,0,0,0,1.0515214,6.661171978,6.9,3.45895,13.95769899,0.353303429,0,27,73,0,0,0,YES 
IAW02344-0253,2004,1,39.40909091,0,10.52727273,0.658181818,2.236363636,0.454545455,0.454545455,0.909090909,0.727272727,0.681818182,0.192045455,0.273863636,0.344318182,0.664772727,0.576136364,0.667045455,0,76.20320856,41.71122995,53.45454546,0.063636364,0,0,0.027272727,0.045454546,0.009090909,0.331818182,0,0.413636364,0.413636364,0.340909091,1.856113636,0.674263636,1.18185,0.045454546,0,0.724389569,1.248161199,-0.52377163,1.573699183,-0.849309614,277.2,0.58,44.57,1,0,81.256,5.555761357,16.03394331,29.52380952,1.904761905,0.952380952,0,31.42857143,38.0952381,60.95238095,5.714285714,0,1.977036547,0.000196357,0,0.326839827,0,1.022485694,24.51355222,8.525,3.5678,24.82441164,1.69787978,0,30,70,24,0,0,YES 
IAW02344-0261,2004,1,38.40909091,0.008636364,11.59090909,0.468181818,2.018181818,0.363636364,0.363636364,1,1,0.772727273,0.078409091,0.110227273,0.145454546,0.872727273,0.298863636,0.3375,0,52.94117647,18.85026738,32.63636364,0.036363636,0,0,0.009090909,0.118181818,0.004545455,0.575,0.022727273,0.729545455,0.706818182,0.602272727,1.212168182,0.696990909,0.515177273,0.136363636,0.098486364,1.112399971,1.416698751,-0.304298779,1.724967417,-0.612567446,316.8,1.01,37.73,0,0,39.888,1.650895755,7.816741265,15.23809524,1.904761905,0,0,17.14285714,26.66666667,73.33333333,0,0,1.499699912,1.57952E-05,0,0.018308081,0,1.009919737,11.75409235,8.8,3.23325,25.57694056,1.13823732,0,49,51,16,0,0,YES 
NEWS04-0101,2004,1,56.59090909,0.136363636,7.372727273,0.286363636,0.286363636,1,1,1,0.863636364,1,0.05,0.319318182,0.422727273,0.606818182,1.229545455,1.557954546,0.384615385,71.26696833,70.24886878,51.92307692,0,0,0.130769231,0.180769231,0.080769231,0.065384615,0.311538462,0,0.769230769,0.769230769,0.507692308,0,0,0,0,0,1.386747939,1.840819584,-0.454071644,2.112214985,-0.725467045,158.4,4.1,24.68,0,0,39.504,0.329957333,4.999353535,5.217391304,13.04347826,0,0,18.26086957,30.43478261,65.2173913,0,4.347826087,1.336428114,0.011064016,0,24.52146465,7.351010101,1.03728803,8.472033613,5.785,1.4595,24.53771762,0.57684546,0,69,31,2,0,19,YES 
NEWS04-0108,2004,1,26.36363636,0.013636364,6.218181818,0.627272727,1.081818182,0.363636364,0.363636364,1,1,0.818181818,0.013636364,0.196590909,0.097727273,0.639772727,0.467045455,0.595454546,0,68.98395722,71.39037433,59.96363636,0,0,0.036363636,0.068181818,0.140909091,0.009090909,0.054545455,0,0.309090909,0.309090909,0.1,2.4849,1.909136364,0.575763636,0.227272727,0,1.113280202,1.448192575,-0.334912373,1.934159075,-0.820878872,198,1.53,26.78,0,0,55.995,0.692977123,6.299792024,0,24.76190476,0,0,24.76190476,34.28571429,55.23809524,0,10.47619048,1.081195458,0.006072125,0,5.242424242,0,1.251485419,9.319882082,4.13,1.15215,16.27511021,0.547776873,0,59,41,3,0,0,YES 
NEWS04-0203,2004,1,39.54545455,0.036363636,14.61818182,0.368181818,0.75,0.090909091,0.090909091,1,1,0.954545455,0.004545455,0.054545455,0.015909091,0.586363636,0.376136364,0.496590909,0.041666667,3.18627451,1.225490196,79.5,0,0,0,0.054166667,0.033333333,0.033333333,0.020833333,0,0.141666667,0.141666667,0.054166667,0.640110507,0.528998007,0.1111125,0.130434783,0,0.814036289,1.586126449,-0.772090161,1.86276938,-1.048733091,356.4,1.66,33.91,0,0,59.7410057,1.124053303,6.307818758,8.181818182,16.36363636,0,0,24.54545455,46.36363636,51.81818182,0,1.818181818,1.217825061,0.001518641,0,5.467732884,0,1.121330385,12.5030057,10.865,3.6528,35.83768361,2.400870513,0,21,79,5,0,13,YES 
NEWS04-0305,2004,1,42.04545455,0.054545455,24.78181818,0.509090909,0.509090909,0.909090909,0.909090909,1,1,1,0.201136364,0.173863636,0.459090909,0.630681818,1.071590909,1.370454546,0.772727273,10.96256685,0,43.72727273,0.036363636,0.004545455,0.027272727,0.054545455,0.055,0.090909091,0.309090909,0,0.536818182,0.536818182,0.427272727,0.166668182,0.166668182,0,0,0,1.468330766, , , , ,990, ,35.3, , , , , ,2.857142857,14.28571429,0,0,17.14285714,26.66666667,67.61904762,0,5.714285714,1.239555543,9.69267E-05,0,0.595454546,0, ,10.40930043,21.46,7.60915,63.24670095,1.920229435,0,45,55,1,0,0,YES 
NEWS04-0401,2004,1,36.59090909,0.045454546,8.654545455,0.309090909,0.309090909,0.863636364,0.863636364,1,0.818181818,1,0.036363636,0.296590909,0.288636364,0.561363636,1.065909091,1.284090909,0.545454546,40.37433155,35.29411765,38.63636364,0,0,0.022727273,0.095454546,0.118181818,0.054545455,0.243181818,0,0.534090909,0.534090909,0.320454546,0.409104546,0.409104546,0,0,0,1.477948002,1.600468767,-0.122520765,1.844083078,-0.366135076,277.2,1.94,29.99,0,0,46.918,0.932455959,7.400444122,2.857142857,9.523809524,0,0,12.38095238,23.80952381,74.28571429,0,1.904761905,1.078259318,0.00473231,0.001213402,12.19119769,4.621212121,1.155796011,10.11898406,6.565,2.3219,21.62466122,1.487862257,0,55,45,5,0,0,YES 
NEWS04-0502,2004,1,24.09090909,0.027272727,30.93636364,0.154545455,0.154545455,0.833333333,0.833333333,1,0.944444444,0.944444444,0.088194444,0.261805556,0.288194444,0.500694444,0.89375,0.96875,0.388888889,62.90849673,62.66339869,90.05555556,0,0,0.226388889,0.304166667,0.304166667,0.198611111,0,0,1.033333333,1.033333333,0.425,0.037038889,0,0.037038889,0,0,-1.132136734,1.782780055,-2.914916788,1.71083277,-2.842969504,396,1.31,67.58,1,0,81.42,8.943309091,24.84252525,39.28571429,22.14285714,0,0,61.42857143,70.71428571,2.142857143,0,27.14285714,1.1656254,0.004647207,0,22.47853535,0,1.035053073,24.73135662,23.23,16.85735,38.86236201,12.44775763,0,4,96,50,0,65,YES 
NEWS04-0602,2004,1,35.45454546,0.02,11.89090909,0.390909091,0.390909091,1,1,1,0.909090909,1,0.05,0.330681818,0.473863636,0.2625,1.009090909,1.077272727,0.545454546,32.88770054,32.48663102,42,0.009090909,0,0.013636364,0.022727273,0.063636364,0.02,0.418181818,0.004545455,0.542727273,0.538181818,0.456363636,0.204545455,0.204545455,0,0.136363636,0,1.516791099,1.632752345,-0.115961246,1.969513644,-0.452722545,237.6,2.31,27.13,0,0,60.282,0.763150519,6.423825921,0,13.33333333,0,0,13.33333333,27.61904762,72.38095238,0,0,1.006017647,0.004420447,0.002060681,9.57449495,4.900673401,1.293565927,15.44338308,7.38,1.94505,33.628651,0.96680834,0,58,42,8,0,0,YES 
