SITE_ID,YEAR,VISIT_NO,LOC_NAME,DATE_COL,TEAM_ID,XSTATUS,VALXSTAT,SITESAMP,MLAT_DD,MLON_DD,XLAT_DD,XLON_DD,MLAT_DEG,MLAT_MIN,MLAT_SEC,MLON_DEG,MLON_MIN,MLON_SEC,XLAT_DEG,XLAT_MIN,XLAT_SEC,XLON_DEG,XLON_MIN,XLON_SEC,XDIMEN,XGPSCOOR,VER_STAT,GPS_VER,LOC_VER,SIG_VER,RDS_VER,TOP_VER,OTH_VER,RCHWIDTH,RCHUP,RCHDOWN,RCHLEN,COM_IM,STATE,TRCHLEN,XLONDD 
IAW02344-0112,2004,1,Montgomery Creek,7/27/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.99355,-95.07864, , , , , , ,42,59,37,95,4,43,3D, ,VERIFIED,Y,N,N,N,N,N,4,80,80, , ,IA,160,  
IAW02344-0113,2004,1,Johns Creek,6/23/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.65101,-95.99831, , , , , , ,42,39,4,95,59,54,3D, ,VERIFIED,Y,N,N,N,N,N,7,140,140, , ,IA,280,  
IAW02344-0114,2004,1,Middle Fork Grand River,6/28/04,1,SAMPLEABLE,WADEABLE,Y, , ,40.66661,-94.26271, , , , , , ,40,39,60,94,15,46,3D, ,VERIFIED,Y,N,N,N,N,N,2.4,75,75, , ,IA,150,  
IAW02344-0115,2004,1,East Nodaway River,8/17/04,1,SAMPLEABLE,WADEABLE,Y, , ,40.87174,-94.91003, , , , , , ,40,52,18,94,54,36,3D, ,VERIFIED,Y,N,N,N,N,N,20,400,400, , ,IA,800,  
IAW02344-0117,2004,1,OLD MANS CREEK,7/14/04,1,SAMPLEABLE,WADEABLE,Y, , ,41.55122,-91.54621, , , , , , ,41,33,4,91,32,46,3D, ,VERIFIED,Y,N,N,N,N,N,18,360,360, , ,IA,720,  
IAW02344-0118,2004,1,BEAR CREEK,7/15/04,1,SAMPLEABLE,ALTERED,Y, , ,42.04982,-90.92529, , , , , , ,42,2,59,90,55,31,3D, ,VERIFIED,Y,N,N,N,N,N,8,160,160, , ,IA,320,  
IAW02344-0119,2004,1,Soldier River,9/12/04,1,SAMPLEABLE,WADEABLE,Y, , ,41.92294,-95.84087, , , , , , ,41,55,23,95,50,27,3D, ,VERIFIED,Y,N,N,N,N,N,20,400,400, , ,IA,800,  
IAW02344-0120,2004,1,Boyer River,7/26/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.54973,-95.22449, , , , , , ,42,32,59,95,13,28, , ,VERIFIED,Y,N,N,N,Y,N,4,0,160, , ,IA,160,  
IAW02344-0121,2004,1,Little Buffalo Creek,7/19/04,1,SAMPLEABLE,WADEABLE,Y, , ,43.4334,-93.79752, , , , , , ,43,26,0,93,47,51,3D, ,VERIFIED,Y,N,N,N,N,N,3,75,75, , ,IA,150,  
IAW02344-0122,2004,1,Floyd River,7/28/04,1,SAMPLEABLE,WADEABLE,Y, , ,48.81393,-96.16453, , , , , , ,48,48,50,96,9,52,3D, ,VERIFIED,Y,N,N,N,N,N,13,260,260, , ,IA,520,  
IAW02344-0123,2004,1,West Tarkio,8/17/04,1,SAMPLEABLE,WADEABLE,Y, , ,40.67341,-95.3121, , , , , , ,40,40,24,95,18,44,3D, ,VERIFIED,Y,N,N,N,N,N,7,140,140, , ,IA,280,  
IAW02344-0125,2004,1,MAD CREEK,7/13/04,1,SAMPLEABLE,WADEABLE,Y, , ,41.47773,-91.02071, , , , , , ,41,28,40,91,1,15,3D, ,VERIFIED,Y,N,N,N,N,N,3,75,75, , ,IA,150,  
IAW02344-0128,2004,1,W. NISHNABOTNA,6/17/04,1,SAMPLEABLE,WADEABLE,Y, , ,41.97295,-95.01714, , , , , , ,41,58,23,95,1,2,3D, ,VERIFIED,Y,N,N,N,N,N,4,180,80, , ,IA,160,  
IAW02344-0130,2004,1,Perry Creek,6/22/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.65653,-96.36874, , , , , , ,42,39,24,96,22,7,3D, ,VERIFIED,Y,N,N,N,N,N,5,100,100, , ,IA,200,  
IAW02344-0132,2004,1,Otter Creek,7/21/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.82679,-93.83714, , , , , , ,42,49,36,93,50,14,3D, ,VERIFIED,Y,N,N,N,N,N,8,160,160, , ,IA,320,  
IAW02344-0133,2004,1,HEWITT CREEK,8/4/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.75673,-91.56329, , , , , , ,42,45,24,91,33,48,3D, ,VERIFIED,Y,N,N,N,N,N,3,75,75, , ,IA,150,  
IAW02344-0134,2004,1,Soap Creek,8/12/04,1,SAMPLEABLE,WADEABLE,Y, , ,40.8589,-92.49563, , , , , , ,40,51,32,92,29,44,3D, ,VERIFIED,Y,N,N,N,N,N,10,200,200, , ,IA,400,  
IAW02344-0135,2004,1,Willow Creek,7/22/04,1,SAMPLEABLE,WADEABLE,Y, , ,43.13541,-93.30099, , , , , , ,43,8,7,93,18,4,3D, ,VERIFIED,Y,N,N,N,N,N,7,140,140, , ,IA,280,  
IAW02344-0139,2004,1,Quarter Section Run,9/23/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.76815,-92.35588, , , , , , ,42,46,5,92,21,21,3D, ,VERIFIED,Y,Y,N,N,N,N,4,80,80, , ,IA,160,  
IAW02344-0232,2004,1,Little Wolf Creek,6/15/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.21847,-92.74226, , , , , , ,42,13,6,92,44,32,3D, ,VERIFIED,Y,N,N,N,N,N,3,75,75, , ,IA,150,  
IAW02344-0250,2004,1,North Brach Lizard Creek,6/24/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.86879,-94.7358, , , , , , ,42,52,8,94,44,9,3D, ,VERIFIED,Y,N,N,N,N,N,7,140,140, , ,IA,280,  
IAW02344-0253,2004,1,YELLOW RIVER,8/10/04,1,SAMPLEABLE,WADEABLE,Y, , ,43.1385,-91.6084, , , , , , ,43,8,19,91,36,30,3D, ,VERIFIED,Y,N,N,N,N,N,7,56,224, , ,IA,280,  
IAW02344-0261,2004,1,Middle Fork Little Maquoketa Creek,8/2/04,1,SAMPLEABLE,WADEABLE,Y, , ,42.56082,-90.9403, , , , , , ,42,33,39,90,56,25,3D, ,VERIFIED,Y,N,N,N,N,N,8,160,160, , ,IA,320,  
NEWS04-0101,2004,1,Aegan Brook,10/10/04,1,SAMPLEABLE,WADEABLE,Y,47.11112,-69.014956,47.11107,-69.01563,47,6,40,69,0,54,47,6,40,69,0,56,2D,Y,VERIFIED,Y,N,N,Y,Y,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,160,  
NEWS04-0108,2004,1,Petite Brook,10/11/04,1,SAMPLEABLE,WADEABLE,Y,47.16987,-68.90787,47.1695,-68.90835,47,10,12,68,54,28,47,10,10,68,54,30,2D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,200,  
NEWS04-0203,2004,1,Halfway Brook,10/15/04,1,SAMPLEABLE,WADEABLE,Y,46.9965,-68.02482,46.9965,-68.02482,46,59,47,68,1,29,46,59,47,68,1,29,2D,Y,VERIFIED,Y,N,N,Y,N,N,9,180,180, , ,ME,360,  
NEWS04-0305,2004,1,Depot Stream,10/13/04,1,SAMPLEABLE,WADEABLE,Y,46.8218,-69.717,46.821801,-69.716976,46,49,18,69,43,1,46,49,18,69,43,1,2D,Y,VERIFIED,Y,Y,N,Y,Y,N,25,500,500, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,1000,  
NEWS04-0401,2004,1,Snare Brook,10/14/04,1,SAMPLEABLE,WADEABLE,Y,46.435407,-69.438582,46.43523,-69.43894,46,26,7,69,26,19,46,26,7,69,26,20,2D,Y,VERIFIED,Y,N,N,Y,Y,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,280,  
NEWS04-0502,2004,1,R. DE CHUTE,10/18/04,1,SAMPLEABLE,WADEABLE,Y,46.63766,-67.79674,46.63771,-67.79718,46,38,16,67,47,48,46,38,16,67,47,50,2D,Y,VERIFIED,Y,N,N,Y,Y,N,10,200,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,400,  
NEWS04-0602,2004,1,Church Hill Creek,10/8/04,1,SAMPLEABLE,WADEABLE,Y,45.690392,-70.099792,45.690392,-70.099792,45,41,25,70,5,59,45,41,25,70,5,59,2D,Y,VERIFIED,Y,N,N,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,240,  
NEWS04-0703,2004,1,Logan Brook,10/9/04,1,SAMPLEABLE,WADEABLE,Y,45.945036,-69.848482,45.94505,-69.8465,45,56,42,69,50,55,45,56,42,69,50,47,2D,Y,VERIFIED,Y,Y,N,Y,Y,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,160,  
NEWS04-0806,2004,1,Greenleaf Brook,10/19/04,1,SAMPLEABLE,WADEABLE,Y,45.8845,-67.8623,45.88437,-67.86299,45,53,4,67,51,44,45,53,4,67,51,47,2D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,200,  
NEWS04-0905,2004,1,Black Creek,8/18/04,1,SAMPLEABLE,WADEABLE,Y,44.7831,-72.8594,44.78303,-72.85933,44,46,59,72,51,34,44,46,59,72,51,34,2D,Y,VERIFIED,Y,N,Y,Y,Y,N,9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,360,  
NEWS04-1001,2004,1,Willoughby River,8/20/04,1,SAMPLEABLE,WADEABLE,Y,44.8061,-72.1368,44.80697,-72.13679,44,48,22,72,8,12,44,48,25,72,8,12,2D,Y,VERIFIED,Y,Y,Y,Y,Y,N,12,92,368, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,460,  
NEWS04-1105,2004,1,Horseshoe Stream,9/15/04,15,SAMPLEABLE,WADEABLE,Y,45.37608,-70.75558,45.37603,-70.75558,45,22,34,70,45,20,45,22,34,70,45,20,2D,Y,VERIFIED,Y,N,N,Y,N,N,8,160,160, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,320,  
NEWS04-1106,2004,1,Cedar Stream,9/12/04,15,SAMPLEABLE,WADEABLE,Y,45.02828,-71.28039,45.02819,-71.28072,45,1,42,71,16,49,45,1,41,71,16,51,2D,Y,VERIFIED,Y,N,N,N,N,N,8,160,160, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,320,  
NEWS04-1202,2004,1,Carrying Place Stream,9/17/04,15,SAMPLEABLE,WADEABLE,Y,45.1809,-70.01658,45.18094,-70.01733,45,10,51,70,0,60,45,10,51,70,1,2,2D,Y,VERIFIED,Y,N,N,N,N,N,8,160,160, , ,ME,320,  
NEWS04-1302,2004,1,Schoodic Brook,9/19/04,15,SAMPLEABLE,WADEABLE,Y,45.29801,-68.8517,45.29803,-68.85248,45,17,53,68,51,6,45,17,53,68,51,9,2D,Y,VERIFIED,Y,N,N,N,N,N,18,360,360, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,720,  
NEWS04-1303,2004,1,Kenduskeag River,9/22/04,15,SAMPLEABLE,WADEABLE,Y,44.96026,-68.99748,44.96006,-68.99755,44,57,37,68,59,51,44,57,36,68,59,51,2D,Y,VERIFIED,Y,N,N,N,N,N,18,360,360, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,720,  
NEWS04-1410,2004,1,Spruce Brook,9/21/04,15,SAMPLEABLE,WADEABLE,Y,45.45344,-68.09774,45.45353,-68.09784,45,27,12,68,5,52,45,27,13,68,5,52,2D,Y,VERIFIED,Y,N,N,Y,N,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,240,  
NEWS04-1702,2004,1,Winooski River,8/17/04,1,SAMPLEABLE,WADEABLE,Y,44.2811,-72.4543,44.281084,-72.454632,44,16,52,72,27,15,44,16,52,72,27,17,2D,Y,VERIFIED,Y,N,N,Y,Y,N,20,240,560, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,800,  
NEWS04-1801,2004,1,Miller Run,8/19/04,1,SAMPLEABLE,WADEABLE,Y,44.5808,-72.0714,44.580823,-72.071368,44,34,51,72,4,17,44,34,51,72,4,17,2D,Y,VERIFIED,Y,N,Y,Y,Y,N,13,260,260, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,520,  
NEWS04-1901,2004,1,Hardy Stream,9/16/04,15,SAMPLEABLE,WADEABLE,Y,44.89172,-70.38491,44.89176,-70.38459,44,53,30,70,23,6,44,53,30,70,23,5,2D,Y,VERIFIED,Y,N,N,N,N,N,1,0,150, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,150,  
NEWS04-1903,2004,1,Bear River,9/14/04,15,SAMPLEABLE,WADEABLE,Y,44.5631,-70.8574,44.56642,-70.85989,44,33,47,70,51,27,44,33,59,70,51,36,2D,N,VERIFIED,Y,N,N,Y,Y,N,10,200,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,400,  
NEWS04-2002,2004,1,Higgins Brook,9/18/04,15,SAMPLEABLE,WADEABLE,Y,44.98335,-69.55696,44.98319,-69.55741,44,59,0,69,33,25,44,58,59,69,33,27,2D,Y,VERIFIED,Y,N,N,N,N,N,16,320,320, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,640,  
NEWS04-2101,2004,1,Jellison Meadow Brook,9/20/04,15,SAMPLEABLE,WADEABLE,Y,44.77489,-68.39244,44.77462,-68.39273,44,46,30,68,23,33,44,46,29,68,23,34,2D,Y,VERIFIED,Y,N,N,N,N,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,280,  
NEWS04-2301,2004,1,Third Branch White River,8/16/04,1,SAMPLEABLE,PARBYWADE,Y,43.946,-72.7115,43.94585,-72.71165,43,56,46,72,42,41,43,56,45,72,42,42,2D,Y,VERIFIED,Y,N,N,Y,Y,N,14,280,280, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,560,  
NEWS04-2302,2004,1,Huntington River,10/7/04,1,SAMPLEABLE,WADEABLE,Y,44.214156,-72.965909,44.21424,-72.9664,44,12,51,72,57,57,44,12,51,72,57,59,2D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,200,  
NEWS04-2401,2004,1,Indian River,8/14/04,1,SAMPLEABLE,WADEABLE,Y,43.6961,-71.9818,43.69616,-71.98191,43,41,46,71,58,54,43,41,46,71,58,55,2D,Y,VERIFIED,Y,N,N,N,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,200,  
NEWS04-2502,2004,1,Beech River,8/12/04,1,SAMPLEABLE,WADEABLE,Y,43.7479,-71.1469,43.7473,-71.14673,43,44,52,71,8,49,43,44,50,71,8,48,2D,Y,VERIFIED,Y,N,N,Y,Y,N,14,280,280, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,560,  
NEWS04-2805,2004,1,Mettawee River,8/15/04,1,SAMPLEABLE,WADEABLE,Y,43.2611,-73.0884,43.26064,-73.08854,43,15,40,73,5,18,43,15,38,73,5,19,2D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",VT,200,  
NEWS04-2907,2004,1,WARREN BROOK,7/21/04,1,SAMPLEABLE,WADEABLE,Y,43.1519,-72.3491,43.151889,-72.349139,43,9,7,72,20,57,43,9,7,72,20,57,2D,Y,VERIFIED,Y,N,N,Y,N,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,200,  
NEWS04-3004,2004,1,Cocheco River,8/10/04,1,SAMPLEABLE,WADEABLE,Y,43.3365,-70.9967,43.33661,-70.99706,43,20,11,70,59,48,43,20,12,70,59,49,2D,Y,VERIFIED,Y,N,N,Y,Y,N,13,260,260, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,520,  
NEWS04-3102,2004,1,KENNEBUNK RIVER,9/23/04,15,SAMPLEABLE,WADEABLE,Y,43.43982,-70.5568,43.44008,-70.55745,43,26,23,70,33,24,43,26,24,70,33,27,2D,Y,VERIFIED,Y,N,N,N,N,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",ME,240,  
NEWS04-3206,2004,1,Sawmill River,7/22/04,1,SAMPLEABLE,WADEABLE,Y,42.5346,-72.5282,42.53458,-72.52826,42,32,5,72,31,42,42,32,4,72,31,42,2D,Y,VERIFIED,Y,N,N,Y,N,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MA,280,  
NEWS04-3303,2004,1,Dinsmore Pond Stream,8/8/04,1,SAMPLEABLE,WADEABLE,Y,42.911,-71.9962,42.91098,-71.99683,42,54,40,71,59,46,42,54,40,71,59,49,2D,Y,VERIFIED,Y,N,N,Y,Y,N,11,44,396, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,440,  
NEWS04-3406,2004,1,Beaver Brook,8/9/04,1,SAMPLEABLE,WADEABLE,Y,42.8474,-71.3463,42.84753,-71.34685,42,50,51,71,20,47,42,50,51,71,20,49,2D,Y,VERIFIED,Y,N,Y,Y,N,N,9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NH,360,  
NEWS04-3504,2004,1,Mill Brook,7/11/04,1,SAMPLEABLE,WADEABLE,Y,41.8804,-73.3305,41.88043,-73.330455,41,52,49,73,19,50,41,52,50,73,19,50,2D,Y,VERIFIED,Y,Y,N,Y,N,N,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",CT,150,  
NEWS04-3603,2004,1,WILLAMANTIC RIVER,7/12/04,1,SAMPLEABLE,WADEABLE,Y,41.9508,-72.3036,41.950769,-72.303585,41,57,3,72,18,13,41,57,3,72,18,13,2D,Y,VERIFIED,Y,Y,N,Y,N,N,11,220,220, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",CT,440,  
NEWS04-3701,2004,1,STOP BROOK,7/17/04,1,SAMPLEABLE,WADEABLE,Y,42.0904,-71.2981,42.09043,-71.29806,42,5,25,71,17,53,42,5,26,71,17,53,2D,Y,VERIFIED,Y,N,N,Y,N,N,2.5,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MA,150,  
NEWS04-3802,2004,1,Longwater Brook,7/18/04,1,SAMPLEABLE,WADEABLE,Y,42.1285,-70.8737,42.128453,-70.873715,42,7,43,70,52,25,42,7,42,70,52,25,2D,Y,VERIFIED,Y,N,N,Y,N,N,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MA,150,  
NEWS04-3901,2004,1,SAUGATUCK,7/8/04,1,SAMPLEABLE,WADEABLE,Y,41.324,-73.4411,41.32398,-73.44112,41,19,26,73,26,28,41,19,26,73,26,28,2D,Y,VERIFIED,Y,N,N,Y,N,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",CT,280,  
NEWS04-4003,2004,1,Steele Brook,7/10/04,1,SAMPLEABLE,WADEABLE,Y,41.6369,-72.8683,41.61025,-73.1157,41,38,13,72,52,6,41,36,37,73,6,57,2D,Y,VERIFIED,Y,Y,N,Y,N,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",CT,160,  
NEWS04-4104,2004,1,Pease Brook,7/13/04,1,SAMPLEABLE,WADEABLE,Y,41.5979,-72.1953,41.597891,-72.195304,41,35,52,72,11,43,41,35,52,72,11,43,2D,Y,VERIFIED,Y,N,N,N,N,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",CT,200,  
NEWS04-4201,2004,1,Great Swamp Brook,7/15/04,1,SAMPLEABLE,WADEABLE,Y,41.5589,-71.1295,41.5589,-71.1295,41,33,32,71,7,46,41,33,32,71,7,46,2D,Y,VERIFIED,Y,N,N,Y,N,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MA,200,  
OWW04440-0004,2004,1,Middle Fork Kentucky River,9/16/04,2,SAMPLEABLE,WADEABLE,Y,36.912623,-83.455594,36.91261,-83.45552,36,54,45,83,27,20,36,54,45,83,27,20,3D,Y,VERIFIED,Y,N,N,Y,N,N,4,80,80, , ,KY,160,  
OWW04440-0008,2004,1,Sals Creek,8/23/04,11,SAMPLEABLE,WADEABLE,Y,37.190539,-89.597779,16.269042,-5.411856,37,11,26,89,35,52,16,16,9,5,24,43, ,N,VERIFIED,Y,N,N,N,Y,N,3,75,75, , ,MO,150,  
OWW04440-0010,2004,1,NO NAME,8/18/04,2,SAMPLEABLE,WADEABLE,Y,40.001053,-75.813561,40.00186,-75.81184,40,0,4,75,48,49,40,0,7,75,48,43,3D,Y,VERIFIED,Y,Y,Y,Y,Y,N,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,150,  
OWW04440-0011,2004,1,Prairie Creek,9/14/04,11,SAMPLEABLE,WADEABLE,Y,38.068629,-92.069629,15.580957,-5.421317,38,4,7,92,4,11,15,34,51,5,25,17, ,N,VERIFIED, ,N,N,N,Y,N,3.7,75,75, , ,MO,150,  
OWW04440-0014,2004,1,Town Creek,7/17/04,3,SAMPLEABLE,WADEABLE,Y,34.7158,-85.6112,34.71579,-85.61144,34,42,57,85,36,40,34,42,57,85,36,41,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AL,150,  
OWW04440-0015,2004,1,Cod Creek,10/19/04,1,SAMPLEABLE,WADEABLE,Y,38.525471,-75.667961, , ,38,31,32,75,40,3,38,31,32,75,40,5, ,Y,VERIFIED,N,Y,N,N,Y,N,1,75,75, , ,DE,150,  
OWW04440-0016,2004,1,EAST BUREAU CREEK,7/28/04,5,SAMPLEABLE,WADEABLE,Y,41.349286,-89.378115,41.34927,-89.37851,41,20,57,89,22,41,41,20,57,89,22,43,3D,Y,VERIFIED,Y,N,N,N,N,N,4.5,90,90, , ,IL,180,  
OWW04440-0017,2004,1,Mud Creek,7/14/04,3,SAMPLEABLE,WADEABLE,Y,33.358,-87.1455,33.35829,-87.14553,33,21,29,87,8,44,33,21,30,87,8,44,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AL,240,  
OWW04440-0019,2004,1,Sandy Creek,7/14/04,2,SAMPLEABLE,WADEABLE,Y,41.187327,-96.592269,41.18732,-96.59254,41,11,14,96,35,32,41,11,14,96,35,33,3D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NE,200,  
OWW04440-0020,2004,1,Little Fork,8/11/04,2,SAMPLEABLE,WADEABLE,Y,38.325542,-80.375038, , ,38,19,32,80,22,30,38,19,32,80,22,30, ,Y,VERIFIED,N,N,N,N,Y,GIS,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WV,200,  
OWW04440-0021,2004,1,Unknown,7/14/04,1,SAMPLEABLE,WADEABLE,Y,33.692831,-94.025326,33.69262,-94.02513,33,41,34,94,1,31,33,41,33,94,1,30,3D,Y,VERIFIED,Y,N,N,N,N,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AR,200,  
OWW04440-0023,2004,1,Hemlock Creek,7/15/04,4,SAMPLEABLE,WADEABLE,Y,44.53038,-89.98828,44.53038,-89.98849,44,31,49,89,59,18,44,31,49,789,59,19,3D,Y,VERIFIED,Y,Y,N,N,Y,N,7,140,140, , ,WI,280,  
OWW04440-0026,2004,1,Myers Fork,8/17/04,1,SAMPLEABLE,INTWADE,Y,39.205418,-81.254701, , ,39,12,20,81,15,17,39,12,20,81,15,17, ,Y,VERIFIED,N,N,N,N,Y,GIS,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WV,150,  
OWW04440-0029,2004,1,Cow House Creek,6/20/04,1,SAMPLEABLE,WADEABLE,Y,31.5905,-98.1269,31.5905,-98.12705,31,35,26,98,7,37,31,35,26,98,7,37,3D,Y,VERIFIED,Y,Y,N,N,N,N,14,280,280, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",TX,560,  
OWW04440-0030,2004,1,East Toxaway Creek,9/14/04,1,SAMPLEABLE,WADEABLE,Y,34.74253,-83.237095,34.74253,-83.23726,34,44,33,83,14,14,34,44,33,83,14,14,3D,Y,VERIFIED,Y,N,N,N,N,N,2,135,15, , ,SC,150,  
OWW04440-0032,2004,1,Middle Creek,9/9/04,2,SAMPLEABLE,WADEABLE,Y,38.266739,-85.84011,38.26699,-85.84024,38,16,0,85,50,24,38,16,1,85,50,25,3D,Y,VERIFIED,Y,Y,Y,Y,Y,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",IN,280,  
OWW04440-0034,2004,1,Whitney Creek,10/5/04,2,SAMPLEABLE,WADEABLE,Y,44.219009,-83.87287,44.21904,-83.87288,44,13,8,83,52,22,44,13,9,83,52,22,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,3,75,75, , ,MI,150,  
OWW04440-0039,2004,1,DIAMOND VALLEY CREEK,7/19/04,4,SAMPLEABLE,WADEABLE,Y,44.653166,-91.106276,44.6532,-91.1065,44,39,11,91,6,23,44,39,12,91,6,23,3D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, , ,WI,200,  
OWW04440-0040,2004,1,INDIAN CREEK,7/28/04,2,SAMPLEABLE,WADEABLE,Y,38.964581,-89.984278,38.96475,-89.98409,38,57,52,89,59,3,38,57,53,89,59,3,3D,N,VERIFIED,Y,Y,N,N,Y,N,6,120,120, , ,IL,240,  
